City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,Bethel,41.3712,-73.414,75.29,61,75,4.61,US,2022-06-21 17:10:48
293,Goderich,43.7501,-81.7165,73.9,84,3,12.06,CA,2022-06-21 17:12:03
294,Lyuban,52.7985,28.0048,58.06,74,21,12.62,BY,2022-06-21 17:14:10
295,Cacador,-26.7753,-51.015,70.63,70,87,6.76,BR,2022-06-21 17:10:26
296,Neka,36.6508,53.299,75.22,65,0,1.5,IR,2022-06-21 17:14:11
297,Tateyama,34.9833,139.8667,72.1,94,100,9.22,JP,2022-06-21 17:14:11
298,Trebisacce,39.8708,16.5312,87.82,38,0,4.16,IT,2022-06-21 17:14:12
299,Omboue,-1.5746,9.2618,73.04,76,70,10.0,GA,2022-06-21 17:14:12
300,Seoul,37.5683,126.9778,72.79,77,87,5.17,KR,2022-06-21 17:14:12
301,Octeville,49.6261,-1.6435,63.09,72,0,11.5,FR,2022-06-21 17:14:13
302,Businga,3.3333,20.8833,72.77,94,83,1.43,CD,2022-06-21 17:14:13
303,Yerofey Pavlovich,53.9667,121.9667,55.87,99,100,7.14,RU,2022-06-21 17:14:13
304,Bilma,18.6853,12.9164,103.15,12,2,7.9,NE,2022-06-21 17:14:14
305,Evanston,42.0411,-87.6901,95.11,43,0,13.8,US,2022-06-21 17:11:38
306,Eslamshahr,35.5605,51.2346,92.64,14,0,9.22,IR,2022-06-21 17:14:14
307,Pirovskoye,57.6267,92.2658,57.76,82,20,5.95,RU,2022-06-21 17:14:14
308,Colesberg,-30.72,25.0972,55.49,47,100,1.83,ZA,2022-06-21 17:14:15
309,Paamiut,61.994,-49.6678,37.63,89,8,19.91,GL,2022-06-21 17:14:15
310,Marrakesh,31.6315,-8.0083,84.27,42,40,5.75,MA,2022-06-21 17:14:16
311,Seydi,39.4816,62.9137,83.52,17,1,6.78,TM,2022-06-21 17:14:16
312,Naryan-Mar,67.6713,53.087,41.61,79,72,16.53,RU,2022-06-21 17:14:16
313,Hofn,64.2539,-15.2082,47.61,97,100,7.11,IS,2022-06-21 17:15:17
314,Galle,6.0367,80.217,80.15,83,90,14.14,LK,2022-06-21 17:15:17
315,Santa Luzia,-19.7697,-43.8514,76.1,32,0,6.49,BR,2022-06-21 17:15:17
316,Roald,62.5833,6.1333,53.17,71,75,10.36,NO,2022-06-21 17:15:18
317,Barentu,15.1139,37.5928,86.47,33,97,7.36,ER,2022-06-21 17:15:18
318,Constitucion,-35.3333,-72.4167,55.62,75,100,14.18,CL,2022-06-21 17:15:18
319,Tiznit,29.5833,-9.5,70.65,63,62,9.33,MA,2022-06-21 17:15:19
320,Ornskoldsvik,63.2909,18.7153,57.69,75,97,5.91,SE,2022-06-21 17:15:19
321,Araguaina,-7.1911,-48.2072,91.99,31,7,7.85,BR,2022-06-21 17:15:19
322,Sao Filipe,14.8961,-24.4956,76.12,87,82,0.98,CV,2022-06-21 17:15:20
323,Gouyave,12.1646,-61.7296,80.2,77,98,14.81,GD,2022-06-21 17:15:20
324,Port Lincoln,-34.7333,135.8667,55.92,92,17,8.55,AU,2022-06-21 17:15:22
325,Longyearbyen,78.2186,15.6401,46.24,66,75,25.32,SJ,2022-06-21 17:15:22
326,Maple Creek,49.9168,-109.4848,64.45,68,98,11.5,CA,2022-06-21 17:15:22
327,Nea Alikarnassos,35.3333,25.1667,79.48,71,0,2.3,GR,2022-06-21 17:15:23
328,Vestmannaeyjar,63.4427,-20.2734,49.19,100,100,18.41,IS,2022-06-21 17:15:23
329,Ternate,0.8,127.4,80.74,78,72,2.44,ID,2022-06-21 17:15:23
330,Bara,10.3744,10.7288,84.43,57,86,4.76,NG,2022-06-21 17:15:24
331,Fairbanks,64.8378,-147.7164,59.34,86,0,3.44,US,2022-06-21 17:15:24
332,Khani,41.9563,42.9566,60.37,100,95,4.12,GE,2022-06-21 17:15:24
333,Yar-Sale,66.8333,70.8333,62.1,82,95,8.63,RU,2022-06-21 17:15:25
334,Grong,64.4654,12.3149,49.28,87,100,6.6,NO,2022-06-21 17:15:25
335,Chama,47.1821,8.4636,86.16,72,54,2.66,CH,2022-06-21 17:15:25
336,Pyaozerskiy,65.8333,31.1667,57.07,64,100,5.77,RU,2022-06-21 17:15:26
337,Kosh-Agach,50.0,88.6667,52.25,69,72,2.59,RU,2022-06-21 17:15:26
338,Taywarah,33.35,64.4167,45.57,40,5,9.31,AF,2022-06-21 17:15:26
339,San Cristobal,7.7669,-72.225,77.18,58,57,7.67,VE,2022-06-21 17:15:27
340,Bundaberg,-24.85,152.35,54.21,99,61,1.99,AU,2022-06-21 17:15:27
341,Port Shepstone,-30.7414,30.455,65.12,82,45,13.62,ZA,2022-06-21 17:15:27
342,Agadir,30.4202,-9.5982,82.85,59,11,8.12,MA,2022-06-21 17:13:52
343,Praia,14.9215,-23.5087,81.14,74,40,9.22,CV,2022-06-21 17:15:28
344,Haukipudas,65.1765,25.3523,66.25,81,99,4.65,FI,2022-06-21 17:15:28
345,Hasaki,35.7333,140.8333,72.28,94,100,3.58,JP,2022-06-21 17:15:29
346,Horqueta,-23.3428,-57.0597,88.02,39,44,11.39,PY,2022-06-21 17:15:29
347,Minot,48.2325,-101.2963,66.42,63,100,21.85,US,2022-06-21 17:11:42
348,Mamallapuram,12.6264,80.1722,83.05,69,100,6.87,IN,2022-06-21 17:15:29
349,Srednekolymsk,67.45,153.6833,48.94,53,100,3.76,RU,2022-06-21 17:15:30
350,Nynashamn,58.9034,17.9479,68.11,65,35,10.98,SE,2022-06-21 17:15:30
351,Kasempa,-13.4584,25.8338,60.87,39,4,4.52,ZM,2022-06-21 17:15:30
352,Olafsvik,64.8945,-23.7142,48.09,92,100,20.74,IS,2022-06-21 17:15:31
353,Matara,5.9485,80.5353,78.67,87,90,11.83,LK,2022-06-21 17:15:31
354,Meulaboh,4.1363,96.1285,76.17,88,100,3.38,ID,2022-06-21 17:15:32
355,Flinders,-34.5833,150.8552,53.19,72,1,8.01,AU,2022-06-21 17:15:32
356,Neftcala,39.3742,49.2472,76.12,60,0,6.96,AZ,2022-06-21 17:15:32
357,Vao,-22.6667,167.4833,70.43,53,81,15.9,NC,2022-06-21 17:16:33
358,Isangel,-19.55,169.2667,69.8,71,49,11.14,VU,2022-06-21 17:16:33
359,Severo-Kurilsk,50.6789,156.125,45.57,92,47,5.59,RU,2022-06-21 17:16:33
360,Klaksvik,62.2266,-6.589,47.32,78,98,16.11,FO,2022-06-21 17:16:34
361,Weiser,44.251,-116.9693,72.9,46,0,1.01,US,2022-06-21 17:16:34
362,Asau,46.4333,26.4,70.72,53,11,8.03,RO,2022-06-21 17:16:34
363,Budakalasz,47.6167,19.05,75.42,35,45,8.01,HU,2022-06-21 17:16:35
364,Changde,29.0464,111.6783,77.23,95,99,2.57,CN,2022-06-21 17:16:35
365,Warri,5.5167,5.75,78.13,86,78,4.97,NG,2022-06-21 17:16:35
366,Eluru,16.7,81.1,84.29,73,100,2.68,IN,2022-06-21 17:16:36
367,Port-Gentil,-0.7193,8.7815,73.36,88,20,13.8,GA,2022-06-21 17:16:36
368,Henties Bay,-22.116,14.2845,56.89,79,1,4.09,NA,2022-06-21 17:16:36
369,Bitkine,11.9801,18.2138,75.36,68,82,2.68,TD,2022-06-21 17:16:37
370,Dunmore Town,25.5,-76.65,80.4,72,89,17.09,BS,2022-06-21 17:16:37
371,Quatre Cocos,-20.2078,57.7625,69.91,62,2,11.03,MU,2022-06-21 17:16:37
372,Chany,55.3121,76.7647,62.73,96,81,14.52,RU,2022-06-21 17:16:38
373,Ojinaga,29.5667,-104.4167,93.58,45,0,8.05,MX,2022-06-21 17:16:38
374,Chernyshkovskiy,48.4219,42.2308,75.7,53,8,3.91,RU,2022-06-21 17:16:39
375,Talnakh,69.4865,88.3972,70.21,45,35,7.58,RU,2022-06-21 17:16:39
376,Chiang Rai,19.9167,99.9167,80.58,85,0,0.0,TH,2022-06-21 17:16:39
377,Dubbo,-32.25,148.6167,42.93,100,9,5.75,AU,2022-06-21 17:16:40
378,Impfondo,1.6381,18.0667,77.02,79,63,3.06,CG,2022-06-21 17:16:40
379,Ayaviri,-14.8864,-70.5889,55.38,31,74,10.13,PE,2022-06-21 17:16:40
380,Kulhudhuffushi,6.6221,73.07,82.36,78,100,14.74,MV,2022-06-21 17:16:40
381,Polyarnyy,69.1989,33.4478,56.12,61,100,12.68,RU,2022-06-21 17:16:41
382,Guasdualito,7.2424,-70.7324,82.4,74,83,3.44,VE,2022-06-21 17:16:41
383,Olinda,-8.0089,-34.8553,83.93,58,20,12.66,BR,2022-06-21 17:16:41
384,Dudinka,69.4058,86.1778,70.63,49,33,4.12,RU,2022-06-21 17:16:42
385,Alice Springs,-23.7,133.8833,42.35,87,0,0.0,AU,2022-06-21 17:16:42
386,Korla,41.7597,86.1469,81.91,21,80,7.27,CN,2022-06-21 17:16:42
387,Fort Nelson,58.8053,-122.7002,67.59,49,20,3.44,CA,2022-06-21 17:16:43
388,Buraydah,26.326,43.975,104.45,8,2,5.57,SA,2022-06-21 17:16:43
389,Zhigansk,66.7697,123.3711,54.1,42,80,7.0,RU,2022-06-21 17:16:44
390,Cayenne,4.9333,-52.3333,87.84,26,20,10.36,GF,2022-06-21 17:16:44
391,Dabakala,8.3667,-4.4333,85.44,60,97,5.06,CI,2022-06-21 17:16:44
392,Khovu-Aksy,51.1333,93.6,52.74,77,20,3.09,RU,2022-06-21 17:16:45
393,Ossora,59.2353,163.0719,47.1,94,100,1.59,RU,2022-06-21 17:16:45
394,Bontang,0.1333,117.5,76.24,89,100,7.02,ID,2022-06-21 17:16:45
395,Kapuskasing,49.4169,-82.4331,73.49,88,75,11.5,CA,2022-06-21 17:14:21
396,Emporia,38.4039,-96.1817,89.8,55,0,12.66,US,2022-06-21 17:16:46
397,Lar,26.2039,83.9717,91.78,48,53,10.18,IN,2022-06-21 17:16:46
398,Maniitsoq,65.4167,-52.9,35.64,84,75,8.88,GL,2022-06-21 17:16:46
399,Ponta Do Sol,32.6667,-17.1,72.72,63,50,0.96,PT,2022-06-21 17:16:47
400,Mehamn,71.0357,27.8492,62.51,67,100,11.5,NO,2022-06-21 17:16:47
401,Buchanan,5.8808,-10.0467,77.18,87,100,7.67,LR,2022-06-21 17:16:47
402,Pangnirtung,66.1451,-65.7125,35.6,93,100,9.22,CA,2022-06-21 17:16:48
403,Lashio,22.9333,97.75,68.99,99,100,1.1,MM,2022-06-21 17:16:48
404,Biggar,55.6167,-3.5167,65.98,81,96,4.36,GB,2022-06-21 17:17:49
405,Egvekinot,66.3167,-179.1667,33.67,99,100,5.57,RU,2022-06-21 17:17:49
406,Kutum,14.2,24.6667,89.51,23,10,6.55,SD,2022-06-21 17:17:49
407,Bergerac,44.8333,0.5,84.58,61,20,4.61,FR,2022-06-21 17:17:49
408,Verkhnevilyuysk,63.4453,120.3167,49.33,57,100,2.04,RU,2022-06-21 17:17:50
409,Nyimba,-14.5566,30.8149,64.65,55,0,10.2,ZM,2022-06-21 17:17:50
410,Honiara,-9.4333,159.95,76.15,87,24,4.68,SB,2022-06-21 17:17:50
411,Povenets,62.8487,34.8262,56.23,60,73,7.45,RU,2022-06-21 17:17:51
412,Palmerston North,-40.35,175.6167,45.77,94,72,4.59,NZ,2022-06-21 17:17:51
413,Praya,14.9215,-23.5087,81.14,74,40,9.22,CV,2022-06-21 17:17:05
414,Rapid City,44.0805,-103.231,76.46,37,0,14.97,US,2022-06-21 17:16:47
415,Coruripe,-10.1256,-36.1756,78.13,82,93,14.74,BR,2022-06-21 17:17:52
416,Muros,42.7762,-9.0603,62.1,89,100,4.38,ES,2022-06-21 17:17:52
417,Chimore,-16.9833,-65.1333,85.23,49,51,5.7,BO,2022-06-21 17:17:52
418,Nadym,65.5333,72.5167,65.19,82,100,10.94,RU,2022-06-21 17:17:53
419,Faya,18.3851,42.4509,75.31,35,81,4.05,SA,2022-06-21 17:17:53
420,Ballina,-28.8667,153.5667,51.01,99,1,6.4,AU,2022-06-21 17:17:53
421,Rabupura,28.25,77.6,92.32,36,44,4.47,IN,2022-06-21 17:17:54
422,Skjervoy,70.0311,20.9714,48.2,89,100,13.2,NO,2022-06-21 17:17:54
423,Ambilobe,-13.2,49.05,72.81,65,47,1.79,MG,2022-06-21 17:17:54
424,Tongzi,28.7829,105.0877,77.25,94,81,1.45,CN,2022-06-21 17:17:55
425,Soloneshnoye,51.6544,84.3197,64.08,85,96,1.52,RU,2022-06-21 17:17:55
426,Kikwit,-5.041,18.8162,78.84,57,79,2.13,CD,2022-06-21 17:17:55
427,Yumen,40.2833,97.2,72.14,30,27,5.26,CN,2022-06-21 17:17:56
428,Claremont,34.0967,-117.7198,93.83,35,0,9.22,US,2022-06-21 17:14:50
429,Alpena,45.0617,-83.4327,88.12,63,0,9.22,US,2022-06-21 17:17:56
430,Koudougou,12.25,-2.3667,94.96,33,25,4.09,BF,2022-06-21 17:17:56
431,Kolobrzeg,54.1757,15.5834,61.72,74,11,15.1,PL,2022-06-21 17:17:57
432,Iskateley,67.6803,53.1512,41.43,79,73,16.58,RU,2022-06-21 17:17:58
433,Jagalur,14.5333,76.35,72.1,86,100,16.17,IN,2022-06-21 17:17:58
434,Basco,20.4487,121.9702,85.41,76,43,12.73,PH,2022-06-21 17:17:58
435,Manyana,-23.4,21.7167,60.96,41,77,3.2,BW,2022-06-21 17:17:59
436,Lovozero,68.005,35.0117,53.55,62,100,4.14,RU,2022-06-21 17:17:59
437,Opuwo,-18.0607,13.84,55.22,11,0,6.69,NA,2022-06-21 17:17:59
438,Bosaso,11.2842,49.1816,91.44,48,46,5.66,SO,2022-06-21 17:18:00
439,Qiqihar,47.3408,123.9672,69.57,47,99,6.78,CN,2022-06-21 17:18:00
440,Drummondville,45.8834,-72.4824,72.01,62,67,1.01,CA,2022-06-21 17:14:31
441,Maumere,-8.6199,122.2111,78.39,81,99,5.59,ID,2022-06-21 17:18:00
442,Qingyuan,23.7,113.0333,82.38,97,100,3.42,CN,2022-06-21 17:18:01
443,Dawson Creek,55.7666,-120.2362,62.65,55,59,13.78,CA,2022-06-21 17:15:08
444,Russell,32.3502,-85.1999,96.08,46,0,6.91,US,2022-06-21 17:15:24
445,Kingsport,36.5484,-82.5618,87.06,41,40,4.61,US,2022-06-21 17:15:11
446,Sorong,-0.8833,131.25,79.61,80,31,3.76,ID,2022-06-21 17:18:01
447,Faanui,-16.4833,-151.75,80.08,73,33,16.67,PF,2022-06-21 17:18:02
448,Huoqiu,32.3394,116.2694,79.7,80,13,5.66,CN,2022-06-21 17:19:02
449,Fallon,39.4735,-118.7774,76.91,21,20,3.44,US,2022-06-21 17:16:24
450,Chambarak,40.5966,45.355,58.37,86,46,4.68,AM,2022-06-21 17:19:03
451,Rockland,41.1668,-74.0496,77.77,61,100,4.03,US,2022-06-21 17:19:03
452,Shingu,33.7333,135.9833,74.43,95,100,7.47,JP,2022-06-21 17:19:03
453,Ust-Maya,60.4167,134.5333,65.43,67,100,3.11,RU,2022-06-21 17:19:04
454,Guatire,10.4762,-66.5427,77.2,87,96,2.62,VE,2022-06-21 17:19:04
455,Lafia,8.4833,8.5167,81.36,79,76,2.46,NG,2022-06-21 17:19:05
456,Porto De Moz,-1.7483,-52.2383,87.98,53,52,3.6,BR,2022-06-21 17:19:05
457,Notre-Dame-Du-Lac,47.6136,-68.7964,67.87,36,11,0.4,CA,2022-06-21 17:19:06
458,Rongcheng,30.634,117.8517,75.22,93,72,3.71,CN,2022-06-21 17:19:06
459,Gizo,-8.103,156.8419,81.43,78,12,9.15,SB,2022-06-21 17:19:06
460,Muroto,33.2833,134.15,75.87,91,100,18.19,JP,2022-06-21 17:19:07
461,Kitui,-1.367,38.0106,71.6,42,61,10.38,KE,2022-06-21 17:19:07
462,Aginskoye,51.1,114.53,59.59,60,39,4.29,RU,2022-06-21 17:19:07
463,Tamale,9.4008,-0.8393,86.07,60,99,8.75,GH,2022-06-21 17:19:08
464,Onega,63.9061,38.1404,50.67,72,82,7.09,RU,2022-06-21 17:19:08
465,Pirmasens,49.2015,7.6053,81.55,52,16,4.56,DE,2022-06-21 17:19:09
466,Yenagoa,4.9247,6.2642,78.06,86,55,6.31,NG,2022-06-21 17:19:09
467,Mineral Wells,32.8085,-98.1128,98.33,40,20,8.05,US,2022-06-21 17:19:09
468,Kermanshah,34.3142,47.065,86.9,31,0,13.8,IR,2022-06-21 17:19:10
469,Ouegoa,-20.35,164.4333,67.53,73,89,6.33,NC,2022-06-21 17:19:10
470,Kathu,7.9178,98.3332,86.76,83,100,8.79,TH,2022-06-21 17:19:10
471,Svetlogorsk,52.6333,29.7333,59.94,70,51,11.77,BY,2022-06-21 17:19:11
472,Soyo,-6.1349,12.3689,71.92,80,1,11.05,AO,2022-06-21 17:19:11
473,San Quintin,30.4833,-115.95,74.75,52,0,6.02,MX,2022-06-21 17:19:11
474,Esso,55.9333,158.7,48.25,95,37,5.1,RU,2022-06-21 17:19:11
475,Novi Pazar,43.1367,20.5122,78.55,70,11,2.95,RS,2022-06-21 17:19:12
476,Erenhot,43.6475,111.9767,63.75,61,88,5.46,CN,2022-06-21 17:19:12
477,Kurilsk,45.2333,147.8833,46.58,96,100,7.45,RU,2022-06-21 17:19:13
478,Labuhan,-6.8844,112.2051,78.19,82,73,7.43,ID,2022-06-21 17:19:13
479,Shimoda,34.6667,138.95,70.11,98,100,13.67,JP,2022-06-21 17:19:13
480,Kendari,-3.945,122.4989,74.32,93,99,1.59,ID,2022-06-21 17:19:14
481,Nanortalik,60.1432,-45.2371,40.21,77,20,19.91,GL,2022-06-21 17:19:14
482,Hambantota,6.1241,81.1185,79.93,81,84,16.89,LK,2022-06-21 17:19:14
483,Arcola,44.1185,9.9127,80.8,76,17,1.01,IT,2022-06-21 17:19:15
484,Chumikan,54.7183,135.315,40.51,97,99,6.98,RU,2022-06-21 17:19:15
485,Anapskaya,44.89,37.38,78.26,57,20,2.24,RU,2022-06-21 17:19:15
486,Hwange,-18.3693,26.5019,60.87,56,0,4.65,ZW,2022-06-21 17:19:16
487,Maua,-23.6678,-46.4614,77.36,56,0,4.79,BR,2022-06-21 17:19:16
488,Bulgan,48.8125,103.5347,57.15,84,57,2.66,MN,2022-06-21 17:19:16
489,Rocha,-34.4833,-54.3333,58.28,57,90,9.19,UY,2022-06-21 17:17:26
490,Auki,-8.7676,160.7034,75.96,88,59,3.62,SB,2022-06-21 17:19:17
491,Artsyz,45.9919,29.4182,70.97,73,66,7.61,UA,2022-06-21 17:19:17
492,Batagay-Alyta,67.8006,130.4114,48.87,61,63,1.25,RU,2022-06-21 17:19:18
493,Cabo San Lucas,22.8909,-109.9124,91.62,67,0,6.91,MX,2022-06-21 17:18:53
494,Rawson,-43.3002,-65.1023,42.91,57,7,12.77,AR,2022-06-21 17:19:18
495,Cascais,38.6979,-9.4215,71.51,65,40,15.99,PT,2022-06-21 17:18:36
496,Vila Velha,-20.3297,-40.2925,80.55,81,20,9.22,BR,2022-06-21 17:20:18
497,Mitu,1.1983,-70.1733,71.78,98,99,1.7,CO,2022-06-21 17:20:19
498,Pleasanton,37.6624,-121.8747,88.84,28,0,4.61,US,2022-06-21 17:15:39
499,Orda,57.1951,56.9091,55.87,94,94,13.67,RU,2022-06-21 17:20:19
500,Kavieng,-2.5744,150.7967,80.94,78,30,9.64,PG,2022-06-21 17:20:20
501,Isla Vista,34.4133,-119.861,90.91,53,0,12.66,US,2022-06-21 17:18:49
502,Bima,-8.4667,118.7167,76.06,87,21,4.45,ID,2022-06-21 17:20:20
503,Dingle,10.9995,122.6711,76.3,91,99,2.01,PH,2022-06-21 17:20:20
504,Monster,52.0258,4.175,72.95,70,100,8.05,NL,2022-06-21 17:20:21
505,Biak,-0.9131,122.8766,74.84,86,41,5.7,ID,2022-06-21 17:20:21
506,Tres Arroyos,-38.3739,-60.2798,50.25,46,80,15.01,AR,2022-06-21 17:20:21
507,Synya,65.3718,58.0387,63.41,67,100,10.92,RU,2022-06-21 17:20:22
508,Ilovlya,49.3033,43.9796,78.35,42,0,7.02,RU,2022-06-21 17:20:22
509,Conceicao Do Araguaia,-8.2578,-49.2647,91.35,33,5,6.33,BR,2022-06-21 17:20:22
510,Luba,3.4568,8.5547,77.68,86,49,10.54,GQ,2022-06-21 17:20:23
511,Lacolle,45.0834,-73.3659,71.08,61,100,1.88,CA,2022-06-21 17:20:23
512,Balkhash,46.844,74.9804,74.5,50,60,12.17,KZ,2022-06-21 17:20:23
513,Tevaitoa,-16.7833,-151.5,79.86,75,27,15.21,PF,2022-06-21 17:20:24
514,Necochea,-38.5473,-58.7368,50.43,55,85,16.82,AR,2022-06-21 17:20:24
515,Ostrovnoy,68.0531,39.5131,42.35,88,93,5.17,RU,2022-06-21 17:20:24
516,Antsla,57.8256,26.5406,67.68,55,68,9.66,EE,2022-06-21 17:20:25
517,Atikokan,48.7555,-91.6216,77.85,61,83,14.0,CA,2022-06-21 17:20:25
518,Bogo,11.0517,124.0055,78.67,83,98,4.07,PH,2022-06-21 17:20:25
519,Zhigalovo,54.8097,105.1578,50.49,95,48,3.53,RU,2022-06-21 17:20:26
520,Makakilo City,21.3469,-158.0858,77.32,71,0,9.22,US,2022-06-21 17:20:26
521,Lima,-12.0432,-77.0282,61.05,77,100,9.22,PE,2022-06-21 17:16:58
522,Yabelo,4.8833,38.0833,62.82,56,61,4.83,ET,2022-06-21 17:20:26
523,Kozhva,65.1073,57.0459,64.92,56,97,13.42,RU,2022-06-21 17:20:27
524,Lauf,48.65,8.1333,83.44,51,0,8.05,DE,2022-06-21 17:20:27
525,Abu Dhabi,24.4667,54.3667,95.11,57,0,2.3,AE,2022-06-21 17:20:27
526,Mega,4.05,38.3,62.73,57,76,9.35,ET,2022-06-21 17:20:28
527,Taltal,-25.4,-70.4833,57.63,67,11,5.99,CL,2022-06-21 17:20:28
528,Osorno,-40.5667,-73.15,54.25,50,0,8.05,CL,2022-06-21 17:20:28
529,Malhador,-10.6578,-37.3047,79.45,84,96,12.68,BR,2022-06-21 17:20:29
530,Vila Franca Do Campo,37.7167,-25.4333,68.41,76,51,10.94,PT,2022-06-21 17:20:29
531,Dali,25.7,100.1833,64.47,92,100,5.35,CN,2022-06-21 17:20:29
532,Kholmogory,64.2229,41.656,53.08,68,100,7.25,RU,2022-06-21 17:20:30
533,Elk Point,42.6833,-96.6836,80.89,50,96,12.03,US,2022-06-21 17:20:30
534,Mudu,31.252,120.5118,78.08,85,44,6.76,CN,2022-06-21 17:20:30
535,Yining,29.0361,114.5636,75.06,97,55,2.95,CN,2022-06-21 17:20:31
536,Walvis Bay,-22.9575,14.5053,59.09,82,33,6.91,NA,2022-06-21 17:20:31
537,Scarborough,54.2797,-0.4044,66.33,75,99,1.01,GB,2022-06-21 17:20:31
538,Jawhar,2.7809,45.5005,75.83,78,45,17.45,SO,2022-06-21 17:20:32
539,Inta,66.0317,60.1659,61.39,82,90,11.92,RU,2022-06-21 17:20:32
540,Salinopolis,-0.6136,-47.3561,83.61,70,16,9.46,BR,2022-06-21 17:20:32
541,Egra,50.0796,12.3739,75.4,36,67,1.86,CZ,2022-06-21 17:20:33
542,Togur,58.3631,82.8265,66.09,71,99,7.58,RU,2022-06-21 17:20:33
543,Pakxan,18.3778,103.6601,76.87,88,95,3.06,LA,2022-06-21 17:20:33
544,Arivonimamo,-19.0167,47.1833,50.05,86,1,6.06,MG,2022-06-21 17:21:34
545,Ambon,-3.6954,128.1814,77.23,15,20,3.44,ID,2022-06-21 17:21:34
546,Laishevo,55.4046,49.5504,61.02,82,66,7.34,RU,2022-06-21 17:21:34
547,Ilebo,-4.3167,20.5833,77.52,68,77,1.1,CD,2022-06-21 17:21:35
548,Anadyr,64.75,177.4833,48.7,87,40,8.95,RU,2022-06-21 17:21:35
549,Salalah,17.0151,54.0924,84.29,89,75,6.91,OM,2022-06-21 17:21:35
550,Visby,57.6409,18.296,69.06,48,0,4.61,SE,2022-06-21 17:21:36
551,Tahta,26.7693,31.5021,93.11,19,0,14.97,EG,2022-06-21 17:21:36
552,Guantanamo,20.1444,-75.2092,90.97,46,100,7.99,CU,2022-06-21 17:21:36
553,Kodiak,57.79,-152.4072,63.91,52,0,11.5,US,2022-06-21 17:19:16
554,Juneau,58.3019,-134.4197,53.22,94,100,5.75,US,2022-06-21 17:21:37
555,Kholbon,51.8833,116.25,59.65,71,47,0.94,RU,2022-06-21 17:21:37
556,Lodwar,3.1191,35.5973,88.43,34,100,6.11,KE,2022-06-21 17:21:38
557,Nicoya,10.1483,-85.452,80.69,81,100,2.91,CR,2022-06-21 17:21:38
558,Tagusao,9.1924,117.8141,79.93,80,100,3.49,PH,2022-06-21 17:21:38
559,Guerrero Negro,27.9769,-114.0611,79.65,41,97,2.75,MX,2022-06-21 17:18:21
